City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
264,Pushkino,RU,2022-10-16 23:56:36,56.0172,37.8667,41.29,71,84,11.48
265,Iquique,CL,2022-10-16 23:56:36,-20.2208,-70.1431,60.84,72,27,3.36
266,Puerto Narino,CO,2022-10-16 23:56:37,-3.7703,-70.3831,72.97,99,99,1.52
267,Curitibanos,BR,2022-10-16 23:56:37,-27.2828,-50.5844,55.35,99,11,0.27
268,Diamantino,BR,2022-10-16 23:56:02,-14.4086,-56.4461,83.93,38,72,2.95
269,Dicabisagan,PH,2022-10-16 23:56:38,17.0818,122.4157,82.72,66,90,3.87
270,Murgab,TM,2022-10-16 23:56:38,37.4966,61.9714,60.67,63,40,4.61
271,Sur,OM,2022-10-16 23:56:39,22.5667,59.5289,78.08,38,96,3.58
272,Kurumkan,RU,2022-10-16 23:56:39,54.3,110.3,23.56,64,17,2.93
273,Booue,GA,2022-10-16 23:56:39,-0.0921,11.9385,69.69,99,54,1.16
274,Ginda,IN,2022-10-16 23:56:40,30.6945,78.4932,52.97,47,0,6.24
275,Trenggalek,ID,2022-10-16 23:56:41,-8.05,111.7167,75.65,92,100,4.12
276,Iqaluit,CA,2022-10-16 23:57:41,63.7506,-68.5145,37.13,100,75,23.02
277,Ambon,ID,2022-10-16 23:57:42,-3.6954,128.1814,87.94,70,20,1.14
278,Tura,IN,2022-10-16 23:57:42,25.5198,90.2201,67.84,94,3,3.4
279,Cervo,ES,2022-10-16 23:57:43,43.6702,-7.4101,56.97,92,99,5.03
280,Biak,ID,2022-10-16 23:57:43,-0.9131,122.8766,81.48,73,76,2.28
281,Eucaliptus,BO,2022-10-16 23:57:43,-17.5833,-67.5167,45.66,74,95,7.83
282,Mayo,US,2022-10-16 23:57:44,38.8876,-76.5119,63.66,78,99,8.93
283,Dobryanka,RU,2022-10-16 23:57:44,58.4619,56.4165,42.01,92,100,4.5
284,Kaabong,UG,2022-10-16 23:57:45,3.4836,34.1492,66.34,71,100,9.33
285,College,US,2022-10-16 23:57:45,64.8569,-147.8028,39.97,76,99,3.96
286,Xuddur,SO,2022-10-16 23:57:46,4.1213,43.8894,71.02,89,73,10.65
287,Appleton,US,2022-10-16 23:57:06,44.2619,-88.4154,43.59,80,100,11.5
288,Shingu,JP,2022-10-16 23:57:46,33.7333,135.9833,68.61,93,100,3.22
289,Roald,NO,2022-10-16 23:57:47,62.5833,6.1333,50.76,93,100,17.27
290,Bathsheba,BB,2022-10-16 23:57:47,13.2167,-59.5167,81.21,83,20,8.05
291,Arkhangelsk,RU,2022-10-16 23:57:47,64.5401,40.5433,46.51,100,75,8.95
292,Nuuk,GL,2022-10-16 23:57:48,64.1835,-51.7216,36.88,65,100,15.01
293,Saint-Paul,RE,2022-10-16 23:57:48,-21.0096,55.2707,68.36,80,79,4.32
294,Vardo,NO,2022-10-16 23:57:49,70.3705,31.1107,40.98,87,20,5.75
